file_name,transcription
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_28/031129_28.wav,a sip
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_29/031129_29.wav,a sip
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_3/031129_3.wav,i want
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_30/031129_30.wav,want a sip
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_31/031129_31.wav,sip
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_32/031129_32.wav,a shepherd
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_33/031129_33.wav,us watch it at yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_34/031129_34.wav,bo peep
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_35/031129_35.wav,i want a sheep
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_36/031129_36.wav,a sheep
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_37/031129_37.wav,that is not a baby
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_38/031129_38.wav,right here
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_39/031129_39.wav,a bib
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_4/031129_4.wav,a boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_40/031129_40.wav,a bib
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_41/031129_41.wav,a bib
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_42/031129_42.wav,want
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_43/031129_43.wav,want
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_44/031129_44.wav,taking a bath
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_45/031129_45.wav,i want soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_46/031129_46.wav,soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_47/031129_47.wav,a nut
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_48/031129_48.wav,uh oh i dont want him to catch ladybug
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_49/031129_49.wav,yeah me dont want him to
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_5/031129_5.wav,want a boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_50/031129_50.wav,because ladybugs is yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_51/031129_51.wav,because me like lady bugs
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_52/031129_52.wav,bug
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_53/031129_53.wav,want a bug
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_54/031129_54.wav,a pig
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_55/031129_55.wav,a pig
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_56/031129_56.wav,mommy im hungry
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_57/031129_57.wav,okay
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_58/031129_58.wav,want a pig
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_59/031129_59.wav,pig
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_6/031129_6.wav,a witch
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_60/031129_60.wav,icecream yyy icecream
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_61/031129_61.wav,lick it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_62/031129_62.wav,lick
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_63/031129_63.wav,i want
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_64/031129_64.wav,a lick
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_65/031129_65.wav,a puppy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_66/031129_66.wav,dog
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_67/031129_67.wav,no more pictures
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_68/031129_68.wav,i want a dog
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_69/031129_69.wav,us have more pictures
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_7/031129_7.wav,a cat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_70/031129_70.wav,mommy me hungry
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_71/031129_71.wav,a seal
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_72/031129_72.wav,two seals
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_73/031129_73.wav,okay
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_74/031129_74.wav,shopping
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_75/031129_75.wav,shopping
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_76/031129_76.wav,two shoes
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_77/031129_77.wav,a pen
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_78/031129_78.wav,a pen
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_79/031129_79.wav,sheep
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_8/031129_8.wav,her does not yyy a cat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_80/031129_80.wav,sheep
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_81/031129_81.wav,socks
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_82/031129_82.wav,theres a blue sock and a pink
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_83/031129_83.wav,socks
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_84/031129_84.wav,socks
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_85/031129_85.wav,a shoe
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_86/031129_86.wav,cl
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_87/031129_87.wav,sock
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_88/031129_88.wav,sock
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_89/031129_89.wav,sock
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_9/031129_9.wav,her do not
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_90/031129_90.wav,suit
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_91/031129_91.wav,suits
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_92/031129_92.wav,shoes
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_93/031129_93.wav,shoes
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_94/031129_94.wav,i dont know
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_95/031129_95.wav,soup
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_96/031129_96.wav,circle
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_97/031129_97.wav,circle
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_98/031129_98.wav,square
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031129_99/031129_99.wav,square
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_1/040019_1.wav,wants water
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_10/040019_10.wav,wants wishes
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_100/040019_100.wav,a can
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_101/040019_101.wav,i see a pig
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_102/040019_102.wav,a well
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_103/040019_103.wav,lets look at the next one
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_104/040019_104.wav,at a store
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_105/040019_105.wav,watermelon
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_106/040019_106.wav,watermelon
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_107/040019_107.wav,us has watermelon
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_108/040019_108.wav,us has watermelon too
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_109/040019_109.wav,us did not cut it yet
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_11/040019_11.wav,wishes
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_110/040019_110.wav,mom us forgot the shell
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_111/040019_111.wav,apples
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_112/040019_112.wav,apple apple
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_113/040019_113.wav,apple apple
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_114/040019_114.wav,bananas
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_115/040019_115.wav,i see bananas
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_116/040019_116.wav,cheese
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_117/040019_117.wav,a cake
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_118/040019_118.wav,i see cake
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_119/040019_119.wav,i see icecream
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_12/040019_12.wav,wishes
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_120/040019_120.wav,i see pie
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_121/040019_121.wav,i see soup
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_122/040019_122.wav,boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_123/040019_123.wav,mouse
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_124/040019_124.wav,pirate mouse
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_125/040019_125.wav,book
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_126/040019_126.wav,a houseboat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_127/040019_127.wav,do something different
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_128/040019_128.wav,gum
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_129/040019_129.wav,car
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_13/040019_13.wav,wishes
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_130/040019_130.wav,leaf
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_131/040019_131.wav,what is this
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_132/040019_132.wav,soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_133/040019_133.wav,maybe womc wants soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_134/040019_134.wav,bag
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_135/040019_135.wav,bug
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_136/040019_136.wav,boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_137/040019_137.wav,can we can eat now
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_138/040019_138.wav,soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_139/040019_139.wav,gum gum to eat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_14/040019_14.wav,womc wants what
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_140/040019_140.wav,womc wants gum
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_141/040019_141.wav,womc wants a bag
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_142/040019_142.wav,bag bag
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_143/040019_143.wav,bag
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_144/040019_144.wav,let me out
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_145/040019_145.wav,womc wants a car
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_146/040019_146.wav,womc wants car
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_147/040019_147.wav,womc wants two cars
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_148/040019_148.wav,no more cars yyy womc
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_149/040019_149.wav,wants a boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_15/040019_15.wav,wells
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_150/040019_150.wav,bug bug
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_151/040019_151.wav,soap soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_152/040019_152.wav,soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_153/040019_153.wav,yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_154/040019_154.wav,wash his nose
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_155/040019_155.wav,wash womc
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_156/040019_156.wav,pig
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_157/040019_157.wav,no pig
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_158/040019_158.wav,wash wash wash
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_159/040019_159.wav,wants a pig
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_16/040019_16.wav,water water water
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_160/040019_160.wav,wants leaf
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_161/040019_161.wav,fish
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_162/040019_162.wav,kitchen
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_163/040019_163.wav,yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_164/040019_164.wav,pig
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_165/040019_165.wav,milk
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_166/040019_166.wav,juice
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_167/040019_167.wav,of cereal
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_168/040019_168.wav,a teapot
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_169/040019_169.wav,towel
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_17/040019_17.wav,water water water
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_170/040019_170.wav,and a toothbrush
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_171/040019_171.wav,a duck
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_172/040019_172.wav,soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_173/040019_173.wav,stool
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_174/040019_174.wav,this is my board
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_175/040019_175.wav,this board
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_176/040019_176.wav,that is yours board
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_177/040019_177.wav,and this is my board
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_178/040019_178.wav,duck
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_179/040019_179.wav,i get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_18/040019_18.wav,bucket
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_180/040019_180.wav,you get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_181/040019_181.wav,you get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_182/040019_182.wav,a teapot
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_183/040019_183.wav,me gets it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_184/040019_184.wav,i get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_185/040019_185.wav,a towel
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_186/040019_186.wav,clock
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_187/040019_187.wav,me want a car
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_188/040019_188.wav,me do
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_189/040019_189.wav,i get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_19/040019_19.wav,bucket
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_190/040019_190.wav,me gets it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_191/040019_191.wav,i gets it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_192/040019_192.wav,me get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_193/040019_193.wav,thats yours
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_194/040019_194.wav,i all done
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_195/040019_195.wav,milk
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_196/040019_196.wav,you get this one womc
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_197/040019_197.wav,get a different one
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_198/040019_198.wav,bedroom
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_199/040019_199.wav,kite
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_2/040019_2.wav,wants water
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_20/040019_20.wav,womc has three wells
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_200/040019_200.wav,bucket
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_201/040019_201.wav,ball
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_202/040019_202.wav,flowers
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_203/040019_203.wav,i get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_204/040019_204.wav,a bear
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_205/040019_205.wav,you get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_206/040019_206.wav,me get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_207/040019_207.wav,me get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_208/040019_208.wav,i get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_209/040019_209.wav,you get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_21/040019_21.wav,well well well
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_210/040019_210.wav,a soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_211/040019_211.wav,this board
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_212/040019_212.wav,kite
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_213/040019_213.wav,rake
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_214/040019_214.wav,bucket
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_215/040019_215.wav,beach ball
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_216/040019_216.wav,i see weeds
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_217/040019_217.wav,i see boy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_218/040019_218.wav,i see skateboard
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_219/040019_219.wav,i see skateboard
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_22/040019_22.wav,wheel wheel wheel
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_220/040019_220.wav,this one
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_221/040019_221.wav,what is it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_222/040019_222.wav,and it goes right here
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_223/040019_223.wav,trash can
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_224/040019_224.wav,yyy me can put this a trash
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_225/040019_225.wav,frogg gets it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_226/040019_226.wav,do not eat my card
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_227/040019_227.wav,froggy gets it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_228/040019_228.wav,my board
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_229/040019_229.wav,i get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_23/040019_23.wav,waves waves waves
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_230/040019_230.wav,froggy gets it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_231/040019_231.wav,i want it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_232/040019_232.wav,i want it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_233/040019_233.wav,you get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_234/040019_234.wav,i get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_235/040019_235.wav,you get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_236/040019_236.wav,you get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_237/040019_237.wav,me do
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_238/040019_238.wav,i do
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_239/040019_239.wav,womc wants it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_24/040019_24.wav,flowers
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_240/040019_240.wav,you get it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_241/040019_241.wav,womc wants soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_242/040019_242.wav,soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_243/040019_243.wav,wants soap
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_244/040019_244.wav,dont do that
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_245/040019_245.wav,womc gets it
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_246/040019_246.wav,yours board
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_247/040019_247.wav,womc wants a duck
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_248/040019_248.wav,because he likes cards
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_25/040019_25.wav,a weed
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_26/040019_26.wav,weed weed weed
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_27/040019_27.wav,womc wants what
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_28/040019_28.wav,wings
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_29/040019_29.wav,wing
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_3/040019_3.wav,wants water
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_30/040019_30.wav,wants wings
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_31/040019_31.wav,fly
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_32/040019_32.wav,wigs
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_33/040019_33.wav,wig wig wig wig wig
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_34/040019_34.wav,wants wigs
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_35/040019_35.wav,one two three four five
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_36/040019_36.wav,the yellow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_37/040019_37.wav,wasps wasps
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_38/040019_38.wav,womc wants bees
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_39/040019_39.wav,one two three four five
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_4/040019_4.wav,womc wants weeds
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_40/040019_40.wav,five bees
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/040019_41/040019_41.wav,whip whip whip
