file_name,transcription
train\031004_31\031004_31.wav,bad pop
train\031004_310\031004_310.wav,pop
train\031004_311\031004_311.wav,pop
train\031004_312\031004_312.wav,pop
train\031004_313\031004_313.wav,pop
train\031004_314\031004_314.wav,pop
train\031004_315\031004_315.wav,pop
train\031004_316\031004_316.wav,pop
train\031004_317\031004_317.wav,pop
train\031004_318\031004_318.wav,pop
train\031004_319\031004_319.wav,what is that
train\031004_32\031004_32.wav,pop
train\031004_320\031004_320.wav,what is that
train\031004_321\031004_321.wav,out
train\031004_322\031004_322.wav,out
train\031004_323\031004_323.wav,out
train\031004_324\031004_324.wav,pop
train\031004_325\031004_325.wav,pop
train\031004_326\031004_326.wav,pop
train\031004_327\031004_327.wav,pop
train\031004_328\031004_328.wav,pop
train\031004_329\031004_329.wav,pop
train\031004_33\031004_33.wav,up
train\031004_330\031004_330.wav,yeah only three swords
train\031004_331\031004_331.wav,oh a shark
train\031004_332\031004_332.wav,a octopus
train\031004_333\031004_333.wav,a shark
train\031004_334\031004_334.wav,a shark
train\031004_335\031004_335.wav,a octopus
train\031004_336\031004_336.wav,a shark
train\031004_337\031004_337.wav,shark
train\031004_338\031004_338.wav,octopus
train\031004_339\031004_339.wav,two birds
train\031004_34\031004_34.wav,up
train\031004_340\031004_340.wav,two birds
train\031004_341\031004_341.wav,two birds
train\031004_342\031004_342.wav,yyy two trees two trees
train\031004_343\031004_343.wav,two trees two trees
train\031004_344\031004_344.wav,one two three four
train\031004_345\031004_345.wav,yyy a beach
train\031004_346\031004_346.wav,yyy yyy yyy a beach
train\031004_347\031004_347.wav,water
train\031004_348\031004_348.wav,wheres water
train\031004_349\031004_349.wav,yyy mean
train\031004_35\031004_35.wav,up
train\031004_350\031004_350.wav,yyy mean
train\031004_351\031004_351.wav,those two is mean
train\031004_352\031004_352.wav,clean up everybody do your share
train\031004_353\031004_353.wav,in
train\031004_354\031004_354.wav,in
train\031004_355\031004_355.wav,in
train\031004_356\031004_356.wav,in
train\031004_357\031004_357.wav,in
train\031004_358\031004_358.wav,in
train\031004_359\031004_359.wav,raisins
train\031004_36\031004_36.wav,up
train\031004_37\031004_37.wav,up
train\031004_38\031004_38.wav,up
train\031004_39\031004_39.wav,go up
train\031004_4\031004_4.wav,up
train\031004_40\031004_40.wav,right here
train\031004_41\031004_41.wav,cake
train\031004_42\031004_42.wav,yyy yyy mom i is hungry
train\031004_43\031004_43.wav,okay
train\031004_44\031004_44.wav,moo
train\031004_45\031004_45.wav,moo
train\031004_46\031004_46.wav,moo
train\031004_47\031004_47.wav,moo
train\031004_48\031004_48.wav,moo
train\031004_49\031004_49.wav,moo
train\031004_5\031004_5.wav,up
train\031004_50\031004_50.wav,moo
train\031004_51\031004_51.wav,baa
train\031004_52\031004_52.wav,baa
train\031004_53\031004_53.wav,moo
train\031004_54\031004_54.wav,moo
train\031004_55\031004_55.wav,moo
train\031004_56\031004_56.wav,moo
train\031004_57\031004_57.wav,neigh
train\031004_58\031004_58.wav,yyy yyy know that
train\031004_59\031004_59.wav,neigh
train\031004_6\031004_6.wav,okay
train\031004_60\031004_60.wav,oic
train\031004_61\031004_61.wav,oic
train\031004_62\031004_62.wav,oic
train\031004_63\031004_63.wav,oic
train\031004_64\031004_64.wav,moo
train\031004_65\031004_65.wav,moo
train\031004_66\031004_66.wav,moo
train\031004_67\031004_67.wav,neigh
train\031004_68\031004_68.wav,yyyo yyyo
train\031004_69\031004_69.wav,oic
train\031004_7\031004_7.wav,up
train\031004_70\031004_70.wav,oic
train\031004_71\031004_71.wav,baa
train\031004_72\031004_72.wav,yeah yyy put this back
train\031004_73\031004_73.wav,oic
train\031004_74\031004_74.wav,neigh
train\031004_75\031004_75.wav,moo
train\031004_76\031004_76.wav,moo
train\031004_77\031004_77.wav,moo
train\031004_78\031004_78.wav,mom whats that
train\031004_79\031004_79.wav,baa
train\031004_8\031004_8.wav,help
train\031004_80\031004_80.wav,neigh
train\031004_81\031004_81.wav,baa
train\031004_82\031004_82.wav,moo
train\031004_83\031004_83.wav,moo
train\031004_84\031004_84.wav,oic
train\031004_85\031004_85.wav,oic
train\031004_86\031004_86.wav,the piggies
train\031004_87\031004_87.wav,oic
train\031004_88\031004_88.wav,yyy carrots
train\031004_89\031004_89.wav,yyy yyy
train\031004_9\031004_9.wav,up
train\031004_90\031004_90.wav,yyy
train\031004_91\031004_91.wav,but who else eats carrots
train\031004_92\031004_92.wav,bunnies
train\031004_93\031004_93.wav,neigh
train\031004_94\031004_94.wav,sheep
train\031004_95\031004_95.wav,flowers
train\031004_96\031004_96.wav,baa
train\031004_97\031004_97.wav,moo
train\031004_98\031004_98.wav,moo
train\031004_99\031004_99.wav,baby
train\031011_1\031011_1.wav,boat
train\031011_10\031011_10.wav,boat
train\031011_100\031011_100.wav,neigh
train\031011_101\031011_101.wav,five
train\031011_102\031011_102.wav,five
train\031011_103\031011_103.wav,baa
train\031011_104\031011_104.wav,baa
train\031011_105\031011_105.wav,neigh
train\031011_106\031011_106.wav,neigh
train\031011_107\031011_107.wav,one two neigh three neigh four neigh five
train\031011_108\031011_108.wav,oink oink
train\031011_109\031011_109.wav,oink
train\031011_11\031011_11.wav,yyy
train\031011_110\031011_110.wav,one
train\031011_111\031011_111.wav,oink
train\031011_112\031011_112.wav,oink
train\031011_113\031011_113.wav,woof woof
train\031011_114\031011_114.wav,woof woof
train\031011_115\031011_115.wav,i do like cats
train\031011_116\031011_116.wav,i dont know but lots
train\031011_117\031011_117.wav,meow
train\031011_118\031011_118.wav,meow meow
train\031011_119\031011_119.wav,yyy one two three meow yyy
train\031011_12\031011_12.wav,i want a yyy
train\031011_120\031011_120.wav,meow
train\031011_121\031011_121.wav,meow meow
train\031011_122\031011_122.wav,moo
train\031011_123\031011_123.wav,moo
train\031011_124\031011_124.wav,moo moo
train\031011_125\031011_125.wav,moo
train\031011_126\031011_126.wav,moo
train\031011_127\031011_127.wav,moo
train\031011_128\031011_128.wav,moo
train\031011_129\031011_129.wav,oink oink
train\031011_13\031011_13.wav,bow
train\031011_130\031011_130.wav,oink
train\031011_131\031011_131.wav,oink
train\031011_132\031011_132.wav,baa
train\031011_133\031011_133.wav,baa
train\031011_134\031011_134.wav,no the horse
train\031011_135\031011_135.wav,neigh neigh
train\031011_136\031011_136.wav,moo baa
train\031011_137\031011_137.wav,moo 0baa moo baa
train\031011_138\031011_138.wav,moo baa
train\031011_139\031011_139.wav,neigh
train\031011_14\031011_14.wav,boat
train\031011_140\031011_140.wav,baa
train\031011_141\031011_141.wav,baa
train\031011_142\031011_142.wav,moo baa
train\031011_143\031011_143.wav,baa moo
train\031011_144\031011_144.wav,baa moo
train\031011_145\031011_145.wav,baa moo
train\031011_146\031011_146.wav,baa moo
train\031011_147\031011_147.wav,baa moo
train\031011_148\031011_148.wav,lion
train\031011_149\031011_149.wav,lion
train\031011_15\031011_15.wav,boat
train\031011_150\031011_150.wav,lion
train\031011_151\031011_151.wav,lion
train\031011_152\031011_152.wav,i have no idea
train\031011_153\031011_153.wav,tiger
train\031011_154\031011_154.wav,tiger
train\031011_155\031011_155.wav,what is this
train\031011_156\031011_156.wav,yyy
train\031011_157\031011_157.wav,yyy yyy match
train\031011_158\031011_158.wav,yeah it does
train\031011_159\031011_159.wav,but one is orange yellow
train\031011_16\031011_16.wav,bow
train\031011_160\031011_160.wav,no this is orange and this is yellow
train\031011_161\031011_161.wav,what zoo
train\031011_162\031011_162.wav,is us gonna eat these
train\031011_163\031011_163.wav,the hat
train\031011_164\031011_164.wav,hat
train\031011_165\031011_165.wav,hat
train\031011_166\031011_166.wav,a girl
train\031011_167\031011_167.wav,hat
train\031011_168\031011_168.wav,what about this guy
train\031011_169\031011_169.wav,okay
train\031011_17\031011_17.wav,boat
train\031011_170\031011_170.wav,how bout a zebra
train\031011_171\031011_171.wav,no but i like zebras
train\031011_172\031011_172.wav,hat
train\031011_173\031011_173.wav,trash
train\031011_174\031011_174.wav,squirrel
train\031011_175\031011_175.wav,how about this
train\031011_176\031011_176.wav,nut
train\031011_177\031011_177.wav,nut
train\031011_178\031011_178.wav,hes in the water
train\031011_179\031011_179.wav,nut
train\031011_18\031011_18.wav,bow
train\031011_180\031011_180.wav,a bus
train\031011_181\031011_181.wav,yyy
train\031011_182\031011_182.wav,gonna be yyy yyy yyy
train\031011_183\031011_183.wav,peep peep
train\031011_184\031011_184.wav,a yellow
train\031011_185\031011_185.wav,peep
train\031011_186\031011_186.wav,yyy yyy
train\031011_187\031011_187.wav,car
train\031011_188\031011_188.wav,car
train\031011_189\031011_189.wav,car
train\031011_19\031011_19.wav,boat
train\031011_190\031011_190.wav,car
train\031011_191\031011_191.wav,duck
train\031011_192\031011_192.wav,duck
train\031011_193\031011_193.wav,duck
train\031011_194\031011_194.wav,balloon
train\031011_195\031011_195.wav,balloon
train\031011_196\031011_196.wav,balloon
train\031011_197\031011_197.wav,balloon
train\031011_198\031011_198.wav,red
train\031011_199\031011_199.wav,a squirrel
train\031011_2\031011_2.wav,boat
train\031011_20\031011_20.wav,bow
train\031011_200\031011_200.wav,nut
train\031011_201\031011_201.wav,a nut
train\031011_202\031011_202.wav,nut
train\031011_203\031011_203.wav,another balloon
train\031011_204\031011_204.wav,balloon
train\031011_205\031011_205.wav,another squirrel go the water
train\031011_206\031011_206.wav,yyy and it eating the balloon
train\031011_207\031011_207.wav,a nut
train\031011_208\031011_208.wav,a nut
train\031011_209\031011_209.wav,and it smush the yyy
train\031011_21\031011_21.wav,bees
train\031011_210\031011_210.wav,pop
train\031011_211\031011_211.wav,yyy yyy
train\031011_212\031011_212.wav,pop
train\031011_213\031011_213.wav,yyy
train\031011_214\031011_214.wav,boy
train\031011_215\031011_215.wav,and the lion going to eat him
train\031011_216\031011_216.wav,yeah he is
train\031011_217\031011_217.wav,yyy yyy yyy yyy
train\031011_218\031011_218.wav,boy
train\031011_219\031011_219.wav,boy
train\031011_22\031011_22.wav,um  bees
train\031011_220\031011_220.wav,help
train\031011_221\031011_221.wav,help
train\031011_222\031011_222.wav,daddy
train\031011_223\031011_223.wav,daddy
train\031011_224\031011_224.wav,daddy
train\031011_225\031011_225.wav,daddy
train\031011_226\031011_226.wav,because yyy
train\031011_227\031011_227.wav,hat
train\031011_228\031011_228.wav,hat
train\031011_229\031011_229.wav,hat
train\031011_23\031011_23.wav,bead
train\031011_230\031011_230.wav,daddy
train\031011_231\031011_231.wav,baby
train\031011_232\031011_232.wav,boy
train\031011_233\031011_233.wav,three plates
train\031011_234\031011_234.wav,plate
train\031011_235\031011_235.wav,plate
train\031011_236\031011_236.wav,yyy one two three four five
train\031011_237\031011_237.wav,one two three four five
train\031011_238\031011_238.wav,one two three four
train\031011_239\031011_239.wav,four
train\031011_24\031011_24.wav,bead
train\031011_240\031011_240.wav,five
train\031011_241\031011_241.wav,four
train\031011_242\031011_242.wav,four
train\031011_243\031011_243.wav,four
train\031011_244\031011_244.wav,four
train\031011_245\031011_245.wav,peep
train\031011_246\031011_246.wav,peep
train\031011_247\031011_247.wav,peep
train\031011_248\031011_248.wav,okay
train\031011_249\031011_249.wav,peep peep peep
train\031011_25\031011_25.wav,bee
train\031011_250\031011_250.wav,peep
train\031011_251\031011_251.wav,peep
train\031011_252\031011_252.wav,peep
train\031011_253\031011_253.wav,peep
train\031011_254\031011_254.wav,peep
train\031011_255\031011_255.wav,peep
train\031011_256\031011_256.wav,peep
train\031011_257\031011_257.wav,peep
train\031011_258\031011_258.wav,peep
train\031011_259\031011_259.wav,peep
train\031011_26\031011_26.wav,bead
train\031011_260\031011_260.wav,peep
train\031011_261\031011_261.wav,hat
train\031011_262\031011_262.wav,hat
train\031011_263\031011_263.wav,hat
train\031011_264\031011_264.wav,hat
train\031011_265\031011_265.wav,hat
train\031011_266\031011_266.wav,yyy hat
train\031011_267\031011_267.wav,nut
train\031011_268\031011_268.wav,nut
train\031011_269\031011_269.wav,wheel
train\031011_27\031011_27.wav,bee
train\031011_270\031011_270.wav,wheel
train\031011_271\031011_271.wav,wheel
train\031011_272\031011_272.wav,wheel
train\031011_273\031011_273.wav,wheel
train\031011_274\031011_274.wav,wheel
train\031011_275\031011_275.wav,yyy yyy wheel
train\031011_276\031011_276.wav,wheel
train\031011_277\031011_277.wav,wheel
train\031011_278\031011_278.wav,wheel
train\031011_279\031011_279.wav,wheel
train\031011_28\031011_28.wav,beads
train\031011_280\031011_280.wav,okay
train\031011_281\031011_281.wav,toogc
train\031011_282\031011_282.wav,koogc
train\031011_283\031011_283.wav,yeah yyy that is green and that is pink
train\031011_284\031011_284.wav,crayons
train\031011_285\031011_285.wav,read books
train\031011_286\031011_286.wav,a ball
train\031011_287\031011_287.wav,car
train\031011_288\031011_288.wav,this is toogc that is toogc
train\031011_289\031011_289.wav,okay
train\031011_29\031011_29.wav,bead
train\031011_290\031011_290.wav,yyy noisy
train\031011_291\031011_291.wav,read books
train\031011_292\031011_292.wav,i like carrots
train\031011_293\031011_293.wav,i like to eat candy
train\031011_294\031011_294.wav,in the trash
train\031011_295\031011_295.wav,yyy itchy
train\031011_296\031011_296.wav,mom i thirsty
train\031011_297\031011_297.wav,my like pizza
train\031011_298\031011_298.wav,lollipops
train\031011_299\031011_299.wav,i like cats
train\031011_3\031011_3.wav,boat
train\031011_30\031011_30.wav,bee
train\031011_300\031011_300.wav,mama i thirsty
train\031011_301\031011_301.wav,yyy
train\031011_302\031011_302.wav,yyy
train\031011_303\031011_303.wav,mom i thirsty
train\031011_304\031011_304.wav,i thirsty
train\031011_305\031011_305.wav,its stuck yyy
train\031011_306\031011_306.wav,it sticks
train\031011_307\031011_307.wav,it stuck
train\031011_308\031011_308.wav,thank you
train\031011_309\031011_309.wav,a pops
train\031011_31\031011_31.wav,bee
train\031011_310\031011_310.wav,pop
train\031011_311\031011_311.wav,a ball
train\031011_312\031011_312.wav,poppie a poppie
train\031011_313\031011_313.wav,bye bye yyy because you look like you is a yyy
train\031011_314\031011_314.wav,bye bye yyy
train\031011_315\031011_315.wav,bye bye tara
train\031011_316\031011_316.wav,0see you tomorrow
train\031011_32\031011_32.wav,bead
train\031011_33\031011_33.wav,bee
train\031011_34\031011_34.wav,bead
train\031011_35\031011_35.wav,bead
train\031011_36\031011_36.wav,bee
train\031011_37\031011_37.wav,bead
train\031011_38\031011_38.wav,bee
train\031011_39\031011_39.wav,bee
train\031011_4\031011_4.wav,close your eyes
train\031011_40\031011_40.wav,bee
train\031011_41\031011_41.wav,a snack
train\031011_42\031011_42.wav,her sewing
train\031011_43\031011_43.wav,sew
train\031011_44\031011_44.wav,soap
train\031011_45\031011_45.wav,soap
train\031011_46\031011_46.wav,soap
train\031011_47\031011_47.wav,soap
train\031011_48\031011_48.wav,sew
train\031011_49\031011_49.wav,soap
train\031011_5\031011_5.wav,im ready
train\031011_50\031011_50.wav,soap
train\031011_51\031011_51.wav,sewing
train\031011_52\031011_52.wav,okay
train\031011_53\031011_53.wav,me like eat cheerios
train\031011_54\031011_54.wav,soap
train\031011_55\031011_55.wav,sewing
train\031011_56\031011_56.wav,sew
train\031011_57\031011_57.wav,soap
train\031011_58\031011_58.wav,yyy mom
train\031011_59\031011_59.wav,yyy
train\031011_6\031011_6.wav,boat
train\031011_60\031011_60.wav,yyy
train\031011_61\031011_61.wav,yyy yyy pink
train\031011_62\031011_62.wav,its pink
train\031011_63\031011_63.wav,yyy yyy
train\031011_64\031011_64.wav,pink
train\031011_65\031011_65.wav,pink
train\031011_66\031011_66.wav,sew
train\031011_67\031011_67.wav,soap
train\031011_68\031011_68.wav,soap
train\031011_69\031011_69.wav,moo
train\031011_7\031011_7.wav,close your eyes
train\031011_70\031011_70.wav,moo
train\031011_71\031011_71.wav,moo
train\031011_72\031011_72.wav,moo
train\031011_73\031011_73.wav,moo
train\031011_74\031011_74.wav,baa
train\031011_75\031011_75.wav,neigh
train\031011_76\031011_76.wav,oink oink
train\031011_77\031011_77.wav,oink
train\031011_78\031011_78.wav,woof woof
train\031011_79\031011_79.wav,baa
train\031011_8\031011_8.wav,boat
train\031011_80\031011_80.wav,meow meow
train\031011_81\031011_81.wav,yyy yyy yyy
train\031011_82\031011_82.wav,cat
train\031011_83\031011_83.wav,cat
train\031011_84\031011_84.wav,i like cats
train\031011_85\031011_85.wav,roar
train\031011_86\031011_86.wav,three
train\031011_87\031011_87.wav,moo
train\031011_88\031011_88.wav,moo
train\031011_89\031011_89.wav,moo
train\031011_9\031011_9.wav,boat
train\031011_90\031011_90.wav,moo
train\031011_91\031011_91.wav,yes
train\031011_92\031011_92.wav,moo
train\031011_93\031011_93.wav,sheep baa
train\031011_94\031011_94.wav,five
train\031011_95\031011_95.wav,five
train\031011_96\031011_96.wav,baa
train\031011_97\031011_97.wav,baa
train\031011_98\031011_98.wav,one two baa three baa four baa five
train\031011_99\031011_99.wav,five
train\031024_1\031024_1.wav,bee
train\031024_10\031024_10.wav,bee
train\031024_100\031024_100.wav,bee baa baa boo
train\031024_101\031024_101.wav,baa boo bee
train\031024_102\031024_102.wav,baa boo baa boo
train\031024_103\031024_103.wav,i like lady bugs
train\031024_104\031024_104.wav,baa boo boo bee
train\031024_105\031024_105.wav,baa boo boo baa
train\031024_106\031024_106.wav,baa boo boo bee
train\031024_107\031024_107.wav,baa boo baa bee
train\031024_108\031024_108.wav,baa boo baa bee
train\031024_109\031024_109.wav,baa boo baa bee
train\031024_11\031024_11.wav,bee
train\031024_110\031024_110.wav,baa boo baa bee
train\031024_111\031024_111.wav,baa boo baa bee
train\031024_112\031024_112.wav,baa boo baa bee
train\031024_113\031024_113.wav,i have no idea what is this
train\031024_114\031024_114.wav,i dont know
train\031024_115\031024_115.wav,oh yeah it is a beetle
train\031024_116\031024_116.wav,spongebob squarepants
train\031024_117\031024_117.wav,bob
train\031024_118\031024_118.wav,spongebob
train\031024_119\031024_119.wav,spongebob
train\031024_12\031024_12.wav,bee
train\031024_120\031024_120.wav,bob
train\031024_121\031024_121.wav,bob
train\031024_122\031024_122.wav,a clock
train\031024_123\031024_123.wav,a clock
train\031024_124\031024_124.wav,boot
train\031024_125\031024_125.wav,a net
train\031024_126\031024_126.wav,a spoon
train\031024_127\031024_127.wav,a spoon
train\031024_128\031024_128.wav,cup
train\031024_129\031024_129.wav,mitt
train\031024_13\031024_13.wav,bee
train\031024_130\031024_130.wav,a hook
train\031024_131\031024_131.wav,i see a ball
train\031024_132\031024_132.wav,hey a shovel
train\031024_133\031024_133.wav,shovel
train\031024_134\031024_134.wav,shovel
train\031024_135\031024_135.wav,a beach ball
train\031024_136\031024_136.wav,a lock
train\031024_137\031024_137.wav,a pan
train\031024_138\031024_138.wav,a pan
train\031024_139\031024_139.wav,pat
train\031024_14\031024_14.wav,bee
train\031024_140\031024_140.wav,pat
train\031024_141\031024_141.wav,pat
train\031024_142\031024_142.wav,spongebob
train\031024_143\031024_143.wav,bob
train\031024_144\031024_144.wav,boat
train\031024_145\031024_145.wav,road
train\031024_146\031024_146.wav,road
train\031024_147\031024_147.wav,a jellyfish
train\031024_148\031024_148.wav,a rope
train\031024_149\031024_149.wav,match
train\031024_15\031024_15.wav,bee
train\031024_150\031024_150.wav,pink
train\031024_151\031024_151.wav,how bout this one
train\031024_152\031024_152.wav,heart
train\031024_153\031024_153.wav,yyy heart
train\031024_154\031024_154.wav,beach ball
train\031024_155\031024_155.wav,yyy hat
train\031024_156\031024_156.wav,hat hat hat
train\031024_157\031024_157.wav,those two match
train\031024_158\031024_158.wav,bow
train\031024_159\031024_159.wav,candy candy candy
train\031024_16\031024_16.wav,paper cut
train\031024_160\031024_160.wav,those two match
train\031024_161\031024_161.wav,lollipop
train\031024_162\031024_162.wav,pop
train\031024_163\031024_163.wav,pop
train\031024_164\031024_164.wav,pop
train\031024_165\031024_165.wav,pop
train\031024_166\031024_166.wav,pop
train\031024_167\031024_167.wav,book
train\031024_168\031024_168.wav,a mitt
train\031024_169\031024_169.wav,mitt
train\031024_17\031024_17.wav,paper cut
train\031024_170\031024_170.wav,paint
train\031024_171\031024_171.wav,paint
train\031024_172\031024_172.wav,paint
train\031024_173\031024_173.wav,paint
train\031024_174\031024_174.wav,paint
train\031024_175\031024_175.wav,yellow spongebob
train\031024_176\031024_176.wav,game
train\031024_177\031024_177.wav,ball
train\031024_178\031024_178.wav,a beach ball
train\031024_179\031024_179.wav,a football
train\031024_18\031024_18.wav,cut
train\031024_180\031024_180.wav,a tube
train\031024_181\031024_181.wav,jellyfish
train\031024_182\031024_182.wav,mom i hungry
train\031024_183\031024_183.wav,tara
train\031024_184\031024_184.wav,yyy this is green
train\031024_185\031024_185.wav,help
train\031024_186\031024_186.wav,okay
train\031024_187\031024_187.wav,cut
train\031024_188\031024_188.wav,cut cut
train\031024_189\031024_189.wav,me gonna cut green one
train\031024_19\031024_19.wav,a cut
train\031024_190\031024_190.wav,yyy me gonna cut
train\031024_191\031024_191.wav,cut
train\031024_192\031024_192.wav,cut
train\031024_193\031024_193.wav,cut
train\031024_194\031024_194.wav,cut
train\031024_195\031024_195.wav,cut
train\031024_196\031024_196.wav,but not me yet
train\031024_197\031024_197.wav,cut
train\031024_198\031024_198.wav,cut
train\031024_199\031024_199.wav,cut
train\031024_2\031024_2.wav,bead
train\031024_20\031024_20.wav,a little cut
train\031024_200\031024_200.wav,cut
train\031024_201\031024_201.wav,cut
train\031024_202\031024_202.wav,cut
train\031024_203\031024_203.wav,cut
train\031024_204\031024_204.wav,cut
train\031024_205\031024_205.wav,cut
train\031024_206\031024_206.wav,cut
train\031024_207\031024_207.wav,cut
train\031024_208\031024_208.wav,cut
train\031024_209\031024_209.wav,roll it
train\031024_21\031024_21.wav,a little cut
train\031024_210\031024_210.wav,roll it
train\031024_211\031024_211.wav,cut
train\031024_212\031024_212.wav,cut
train\031024_213\031024_213.wav,cut
train\031024_214\031024_214.wav,cut
train\031024_215\031024_215.wav,cut the plate
train\031024_216\031024_216.wav,yyy
train\031024_217\031024_217.wav,no yyy
train\031024_218\031024_218.wav,yyy
train\031024_219\031024_219.wav,a rock
train\031024_22\031024_22.wav,bead
train\031024_220\031024_220.wav,rock rock rock rock rock
train\031024_221\031024_221.wav,a net
train\031024_222\031024_222.wav,a net
train\031024_223\031024_223.wav,bob
train\031024_224\031024_224.wav,bob
train\031024_225\031024_225.wav,bob
train\031024_226\031024_226.wav,dont know
train\031024_227\031024_227.wav,beach
train\031024_228\031024_228.wav,icecream
train\031024_229\031024_229.wav,i like icecream
train\031024_23\031024_23.wav,bead
train\031024_230\031024_230.wav,a cone
train\031024_231\031024_231.wav,hot dog yyy
train\031024_232\031024_232.wav,hot dog
train\031024_233\031024_233.wav,hat
train\031024_234\031024_234.wav,hat
train\031024_235\031024_235.wav,hat hat hat
train\031024_236\031024_236.wav,is this a hat
train\031024_237\031024_237.wav,a bow
train\031024_238\031024_238.wav,bow
train\031024_239\031024_239.wav,lock
train\031024_24\031024_24.wav,bead
train\031024_240\031024_240.wav,cup
train\031024_241\031024_241.wav,a hose
train\031024_242\031024_242.wav,yyy vacuum
train\031024_243\031024_243.wav,vacuum
train\031024_244\031024_244.wav,i dont like those
train\031024_245\031024_245.wav,yyy hot dogs in other page yyy
train\031024_246\031024_246.wav,see
train\031024_247\031024_247.wav,paint
train\031024_248\031024_248.wav,what is that
train\031024_249\031024_249.wav,what is that
train\031024_25\031024_25.wav,bead
train\031024_250\031024_250.wav,hat hat hat hat
train\031024_251\031024_251.wav,hat
train\031024_252\031024_252.wav,sock
train\031024_253\031024_253.wav,sock
train\031024_254\031024_254.wav,but he doesnt has yyy yyy yyy
train\031024_255\031024_255.wav,yyy doesnt has socks
train\031024_256\031024_256.wav,how about four
train\031024_257\031024_257.wav,four
train\031024_258\031024_258.wav,four
train\031024_259\031024_259.wav,four
train\031024_26\031024_26.wav,bee
train\031024_260\031024_260.wav,four
train\031024_261\031024_261.wav,it bend again yyy
train\031024_262\031024_262.wav,what yyy that do
train\031024_263\031024_263.wav,four
train\031024_264\031024_264.wav,yyy want do this again tomorrow
train\031024_27\031024_27.wav,bee
train\031024_28\031024_28.wav,bee
train\031024_29\031024_29.wav,bead
train\031024_3\031024_3.wav,bee
train\031024_30\031024_30.wav,bead
train\031024_31\031024_31.wav,bead
train\031024_32\031024_32.wav,bead
train\031024_33\031024_33.wav,bead
train\031024_34\031024_34.wav,bead
train\031024_35\031024_35.wav,bead
train\031024_36\031024_36.wav,bee
train\031024_37\031024_37.wav,bee
train\031024_38\031024_38.wav,bee
train\031024_39\031024_39.wav,bee
train\031024_4\031024_4.wav,bee
train\031024_40\031024_40.wav,bee
train\031024_41\031024_41.wav,a bee
train\031024_42\031024_42.wav,bee
train\031024_43\031024_43.wav,bee bee bee
train\031024_44\031024_44.wav,bee bee bee bee bee bee
train\031024_45\031024_45.wav,what is that
train\031024_46\031024_46.wav,what does the sheep say
train\031024_47\031024_47.wav,baa baa baa
train\031024_48\031024_48.wav,baa baa baa
train\031024_49\031024_49.wav,baa baa baa baa baa baa
train\031024_5\031024_5.wav,bee
train\031024_50\031024_50.wav,a bee
train\031024_51\031024_51.wav,boo
train\031024_52\031024_52.wav,boo boo boo
train\031024_53\031024_53.wav,boo boo boo
train\031024_54\031024_54.wav,boo boo boo
train\031024_55\031024_55.wav,boo boo boo
train\031024_56\031024_56.wav,boo boo boo
train\031024_57\031024_57.wav,a ladybug
train\031024_58\031024_58.wav,i like lady bugs
train\031024_59\031024_59.wav,bee bee boo
train\031024_6\031024_6.wav,bee
train\031024_60\031024_60.wav,bee bee boo
train\031024_61\031024_61.wav,bee bee boo
train\031024_62\031024_62.wav,bee bee boo
train\031024_63\031024_63.wav,bee bee boo
train\031024_64\031024_64.wav,yyy yyy
train\031024_65\031024_65.wav,yeah it is a spider
train\031024_66\031024_66.wav,baa baa boo
train\031024_67\031024_67.wav,baa baa boo
train\031024_68\031024_68.wav,baa baa boo
train\031024_69\031024_69.wav,baa baa boo
train\031024_7\031024_7.wav,bee
train\031024_70\031024_70.wav,yyy
train\031024_71\031024_71.wav,i dont know how
train\031024_72\031024_72.wav,boo boo baa
train\031024_73\031024_73.wav,boo boo baa
train\031024_74\031024_74.wav,boo boo baa boo boo baa
train\031024_75\031024_75.wav,bee bee bee baa baa
train\031024_76\031024_76.wav,bee bee baa
train\031024_77\031024_77.wav,bee bee baa baa
train\031024_78\031024_78.wav,bee bee baa baa
train\031024_79\031024_79.wav,bee baa baa
train\031024_8\031024_8.wav,bee
train\031024_80\031024_80.wav,mama i yyy the bathroom
train\031024_81\031024_81.wav,yyy
train\031024_82\031024_82.wav,bee baa baa
train\031024_83\031024_83.wav,yyy
train\031024_84\031024_84.wav,yyy
train\031024_85\031024_85.wav,baa boo boo
train\031024_86\031024_86.wav,baa boo boo
train\031024_87\031024_87.wav,baa boo boo baa boo boo
train\031024_88\031024_88.wav,yyy yyy yyy
train\031024_89\031024_89.wav,bee baa boo bee baa boo
train\031024_9\031024_9.wav,bead
train\031024_90\031024_90.wav,bee baa boo boo
train\031024_91\031024_91.wav,baa boo boo
train\031024_92\031024_92.wav,bee baa boo boo
train\031024_93\031024_93.wav,yyy  yyy
train\031024_94\031024_94.wav,yyy can help me mom
train\031024_95\031024_95.wav,it broke
train\031024_96\031024_96.wav,bee bee boo
train\031024_97\031024_97.wav,bee bee boo
train\031024_98\031024_98.wav,bee bee boo boo
train\031024_99\031024_99.wav,bee baa boo boo
train\031115_1\031115_1.wav,me
train\031115_10\031115_10.wav,a beach
train\031115_100\031115_100.wav,sad
train\031115_101\031115_101.wav,bingo
train\031115_102\031115_102.wav,one two three four five
train\031115_103\031115_103.wav,one two three four five six seven yyy
train\031115_104\031115_104.wav,yyy yyy yyy yyy yyy
train\031115_105\031115_105.wav,clean up clean up everybody do your share
